goal,gender,age,height_cm,weight_kg,bmi,diet_type,activity_level,equipment,frequency,region,persona
build_muscle,Male,50,158.7,60.9,24.2,vegan,light,no_equipment,6,indian,0
lose_weight,Male,49,161.1,74.2,28.6,standard,active,no_equipment,3,global,6
build_muscle,Male,39,177.9,53.6,16.9,standard,moderate,full_gym,5,indian,2
build_muscle,Female,34,170.9,69.1,23.7,vegetarian,light,no_equipment,3,global,0
improve_stamina,Female,35,157.7,54.6,22.0,eggetarian,sedentary,full_gym,4,indian,0
lose_weight,Female,38,152.9,45.2,19.3,vegetarian,light,dumbbells,4,western,8
lose_weight,Female,40,156.5,46.2,18.9,standard,light,no_equipment,4,global,8
build_muscle,Male,50,176.8,61.1,19.5,eggetarian,sedentary,dumbbells,3,indian,1
improve_stamina,Female,47,162.8,77.4,29.2,vegetarian,sedentary,full_gym,3,indian,7
stay_active,Male,38,162.3,81.2,30.8,vegan,very_active,dumbbells,5,western,0
lose_weight,Male,28,170.9,71.8,24.6,vegetarian,sedentary,no_equipment,4,western,0
lose_weight,Female,35,145.0,52.4,24.9,standard,active,dumbbells,5,western,8
build_muscle,Male,34,157.4,50.6,20.4,eggetarian,active,full_gym,3,indian,3
build_muscle,Male,27,190.1,60.5,16.7,eggetarian,very_active,no_equipment,5,indian,0
improve_stamina,Male,48,180.4,77.1,23.7,vegetarian,sedentary,no_equipment,4,indian,7
build_muscle,Female,28,160.3,43.7,17.0,vegetarian,moderate,no_equipment,5,indian,0
lose_weight,Female,50,149.5,54.0,24.2,standard,light,dumbbells,5,indian,8
improve_stamina,Male,30,174.0,88.3,29.2,vegetarian,light,no_equipment,5,indian,0
build_muscle,Female,45,162.1,73.4,27.9,vegetarian,moderate,no_equipment,4,indian,0
build_muscle,Male,20,171.7,68.0,23.1,eggetarian,light,dumbbells,4,western,1
lose_weight,Male,25,165.3,75.0,27.4,standard,sedentary,full_gym,4,indian,6
build_muscle,Male,36,167.1,56.8,20.3,standard,moderate,full_gym,3,global,2
lose_weight,Male,29,182.9,101.0,30.2,jain,very_active,no_equipment,5,indian,6
build_muscle,Female,24,163.4,66.3,24.8,standard,active,dumbbells,4,indian,1
lose_weight,Female,29,149.9,45.1,20.1,eggetarian,light,dumbbells,5,indian,8
build_muscle,Female,31,152.6,74.2,31.9,standard,sedentary,full_gym,3,western,2
improve_stamina,Male,30,170.0,79.6,27.5,vegetarian,light,full_gym,4,indian,0
stay_active,Female,28,164.9,52.0,19.1,vegetarian,moderate,full_gym,4,indian,0
build_muscle,Other,22,176.4,67.7,21.8,eggetarian,light,no_equipment,5,indian,0
lose_weight,Female,22,163.1,75.4,28.3,vegetarian,moderate,no_equipment,4,indian,8
build_muscle,Male,45,165.3,58.7,21.5,vegetarian,very_active,no_equipment,4,indian,0
stay_active,Female,32,153.9,71.0,30.0,vegetarian,very_active,no_equipment,4,western,0
build_muscle,Female,17,160.3,40.0,15.6,vegan,light,dumbbells,4,indian,1
lose_weight,Female,53,156.7,53.0,21.6,jain,moderate,full_gym,3,indian,0
stay_active,Other,51,160.6,72.2,28.0,standard,moderate,dumbbells,4,western,7
lose_weight,Female,19,175.1,52.2,17.0,standard,sedentary,dumbbells,6,indian,8
lose_weight,Female,44,167.8,54.7,19.4,standard,light,dumbbells,5,indian,8
build_muscle,Female,22,164.6,64.6,23.8,standard,moderate,no_equipment,3,indian,0
improve_stamina,Other,56,176.7,93.1,29.8,vegetarian,moderate,full_gym,3,indian,7
build_muscle,Female,20,153.0,40.0,17.1,eggetarian,light,dumbbells,3,indian,1
build_muscle,Female,33,165.6,42.9,15.6,standard,moderate,dumbbells,6,western,1
lose_weight,Female,56,164.2,60.9,22.6,vegetarian,active,dumbbells,3,indian,8
improve_stamina,Male,27,175.6,42.0,13.6,vegan,active,full_gym,4,indian,0
build_muscle,Male,59,174.6,70.0,23.0,eggetarian,moderate,full_gym,3,indian,2
stay_active,Female,64,166.1,58.3,21.1,jain,moderate,dumbbells,3,global,7
improve_stamina,Other,45,158.8,55.2,21.9,standard,active,dumbbells,4,western,7
stay_active,Male,29,174.7,74.8,24.5,vegan,sedentary,no_equipment,4,indian,5
lose_weight,Male,47,183.1,67.7,20.2,vegetarian,moderate,no_equipment,4,global,0
lose_weight,Female,23,169.8,77.2,26.8,standard,light,no_equipment,3,indian,8
build_muscle,Male,56,181.5,75.9,23.0,standard,moderate,full_gym,3,indian,2
lose_weight,Male,30,167.8,66.3,23.5,vegetarian,light,dumbbells,4,indian,1
build_muscle,Male,34,173.6,66.6,22.1,standard,light,no_equipment,3,indian,0
build_muscle,Other,29,186.7,58.6,16.8,eggetarian,active,full_gym,6,indian,3
lose_weight,Female,56,162.6,58.6,22.2,vegetarian,very_active,dumbbells,5,indian,8
lose_weight,Female,59,159.4,57.4,22.6,eggetarian,active,no_equipment,3,western,8
build_muscle,Female,21,168.0,50.2,17.8,eggetarian,moderate,full_gym,4,global,2
build_muscle,Male,26,181.0,65.9,20.1,standard,moderate,no_equipment,3,indian,0
lose_weight,Female,43,171.8,51.8,17.6,standard,sedentary,dumbbells,3,indian,8
lose_weight,Female,29,146.4,73.1,34.1,standard,light,no_equipment,4,western,6
lose_weight,Male,30,169.6,80.8,28.1,vegetarian,moderate,dumbbells,5,indian,6
lose_weight,Male,26,178.1,77.0,24.3,standard,light,no_equipment,4,indian,0
lose_weight,Other,31,162.9,59.2,22.3,standard,active,no_equipment,6,indian,0
lose_weight,Female,29,159.0,79.3,31.4,standard,very_active,no_equipment,4,indian,6
build_muscle,Male,24,178.7,58.7,18.4,jain,active,no_equipment,4,western,0
build_muscle,Female,38,154.5,68.3,28.6,standard,active,dumbbells,4,western,1
build_muscle,Female,44,161.4,57.3,22.0,vegetarian,very_active,no_equipment,3,indian,0
build_muscle,Female,32,155.8,81.3,33.5,jain,light,full_gym,5,indian,2
build_muscle,Male,16,169.1,86.9,30.4,standard,moderate,full_gym,5,indian,2
improve_stamina,Female,43,157.0,54.8,22.2,vegetarian,moderate,no_equipment,5,indian,7
lose_weight,Female,63,166.3,41.4,15.0,vegan,sedentary,dumbbells,5,western,8
improve_stamina,Male,31,174.8,68.2,22.3,vegetarian,light,dumbbells,6,indian,0
lose_weight,Female,31,164.5,62.0,22.9,vegetarian,moderate,no_equipment,3,indian,8
build_muscle,Male,50,167.5,67.3,24.0,standard,active,full_gym,5,indian,0
lose_weight,Female,30,145.0,48.8,23.2,eggetarian,light,dumbbells,3,western,8
build_muscle,Female,28,169.1,69.4,24.3,vegetarian,moderate,no_equipment,5,indian,0
lose_weight,Male,54,181.0,54.7,16.7,vegetarian,very_active,no_equipment,5,global,0
lose_weight,Female,28,167.4,63.0,22.5,vegetarian,light,no_equipment,5,indian,8
build_muscle,Male,38,168.5,61.9,21.8,vegetarian,light,no_equipment,4,western,0
build_muscle,Female,26,168.4,61.3,21.6,eggetarian,very_active,no_equipment,3,indian,0
build_muscle,Male,57,185.0,100.1,29.2,vegetarian,very_active,no_equipment,3,indian,0
stay_active,Male,29,175.1,40.0,13.0,standard,light,full_gym,5,indian,5
build_muscle,Male,51,172.1,64.1,21.6,standard,light,dumbbells,5,western,1
build_muscle,Other,19,174.3,55.8,18.4,standard,light,no_equipment,4,indian,0
build_muscle,Other,21,182.2,58.9,17.7,standard,light,dumbbells,4,indian,1
build_muscle,Male,32,151.2,70.9,31.0,eggetarian,moderate,full_gym,4,indian,2
lose_weight,Female,17,154.9,55.5,23.1,jain,moderate,full_gym,3,indian,0
build_muscle,Male,38,172.4,90.6,30.5,eggetarian,sedentary,dumbbells,4,indian,1
stay_active,Male,17,176.2,85.3,27.5,vegetarian,moderate,full_gym,6,indian,0
lose_weight,Male,43,164.8,79.3,29.2,eggetarian,moderate,no_equipment,6,indian,6
lose_weight,Female,39,159.2,50.9,20.1,vegetarian,moderate,no_equipment,6,indian,8
improve_stamina,Male,25,168.0,49.3,17.5,vegetarian,light,full_gym,5,indian,0
improve_stamina,Female,58,173.2,57.7,19.2,vegetarian,sedentary,no_equipment,4,indian,7
build_muscle,Other,31,184.6,60.3,17.7,standard,sedentary,dumbbells,5,western,1
build_muscle,Male,22,185.8,61.9,17.9,vegetarian,active,no_equipment,4,indian,0
lose_weight,Male,40,174.6,66.7,21.9,vegetarian,sedentary,full_gym,4,global,0
build_muscle,Female,27,161.3,56.5,21.7,standard,sedentary,dumbbells,6,global,1
stay_active,Male,30,173.7,63.7,21.1,jain,moderate,no_equipment,4,global,0
improve_stamina,Male,28,180.8,84.6,25.9,standard,moderate,dumbbells,6,western,0
lose_weight,Female,22,158.8,73.4,29.1,standard,moderate,dumbbells,5,western,8
build_muscle,Male,42,171.4,53.7,18.3,eggetarian,moderate,full_gym,5,indian,2
improve_stamina,Female,42,155.7,66.9,27.6,standard,very_active,dumbbells,5,indian,7
improve_stamina,Female,23,157.6,54.9,22.1,standard,moderate,full_gym,6,indian,0
lose_weight,Female,25,167.3,68.2,24.4,standard,moderate,dumbbells,6,indian,8
lose_weight,Female,32,153.4,60.9,25.9,vegetarian,active,no_equipment,4,indian,8
stay_active,Male,34,172.6,73.2,24.6,vegetarian,active,no_equipment,5,indian,0
lose_weight,Male,25,177.0,81.7,26.1,standard,light,no_equipment,4,western,0
build_muscle,Female,61,162.5,40.0,15.1,vegetarian,very_active,full_gym,3,indian,0
build_muscle,Female,51,167.7,47.8,17.0,vegetarian,light,full_gym,5,indian,2
improve_stamina,Female,44,159.2,62.0,24.5,standard,moderate,full_gym,4,indian,7
lose_weight,Female,40,153.4,57.9,24.6,standard,very_active,full_gym,6,indian,0
lose_weight,Female,18,157.2,72.2,29.2,vegetarian,light,full_gym,5,western,6
build_muscle,Other,30,180.5,63.1,19.4,standard,active,no_equipment,3,indian,0
lose_weight,Male,17,173.3,62.9,20.9,standard,moderate,no_equipment,3,indian,0
build_muscle,Male,28,189.5,63.2,17.6,eggetarian,moderate,dumbbells,3,western,1
improve_stamina,Male,33,188.6,59.3,16.7,eggetarian,light,no_equipment,5,indian,0
build_muscle,Male,43,177.0,73.1,23.3,vegetarian,moderate,full_gym,4,indian,2
build_muscle,Other,39,181.6,53.6,16.3,standard,moderate,full_gym,4,western,2
build_muscle,Male,63,169.7,68.2,23.7,vegetarian,light,no_equipment,5,indian,0
build_muscle,Female,47,156.5,72.7,29.7,vegetarian,active,full_gym,4,indian,0
lose_weight,Male,30,189.4,83.0,23.1,vegetarian,very_active,full_gym,3,indian,0
build_muscle,Female,54,154.3,40.0,16.8,vegetarian,active,no_equipment,4,indian,0
stay_active,Male,41,170.2,60.0,20.7,vegetarian,sedentary,dumbbells,3,indian,7
improve_stamina,Male,21,178.6,78.9,24.7,vegetarian,active,full_gym,3,indian,0
stay_active,Male,39,163.2,77.2,29.0,standard,active,no_equipment,5,indian,0
improve_stamina,Male,43,174.7,46.7,15.3,standard,active,no_equipment,3,indian,7
stay_active,Other,24,181.8,48.7,14.7,standard,light,dumbbells,5,western,5
build_muscle,Male,24,170.5,69.1,23.8,standard,moderate,full_gym,3,indian,2
stay_active,Female,40,169.3,44.3,15.5,vegetarian,light,no_equipment,5,western,7
build_muscle,Female,19,169.7,61.6,21.4,standard,moderate,full_gym,3,indian,2
lose_weight,Female,38,169.8,73.9,25.6,standard,moderate,no_equipment,4,western,8
build_muscle,Male,38,160.5,75.4,29.3,eggetarian,moderate,dumbbells,3,indian,1
stay_active,Male,47,164.3,62.7,23.2,standard,light,dumbbells,4,indian,7
build_muscle,Male,30,175.7,74.6,24.2,vegetarian,moderate,full_gym,4,indian,2
lose_weight,Female,46,157.7,63.4,25.5,standard,moderate,no_equipment,4,indian,8
lose_weight,Male,43,170.0,73.0,25.3,vegan,active,full_gym,4,global,0
lose_weight,Male,26,176.5,66.7,21.4,standard,moderate,no_equipment,3,indian,0
lose_weight,Male,42,162.7,76.2,28.8,jain,moderate,full_gym,4,indian,6
lose_weight,Other,36,165.7,52.9,19.3,standard,very_active,full_gym,3,indian,0
build_muscle,Female,25,172.5,66.3,22.3,vegan,active,full_gym,4,global,3
lose_weight,Male,27,175.1,66.1,21.6,eggetarian,moderate,no_equipment,5,global,0
build_muscle,Female,17,164.0,65.3,24.3,standard,moderate,full_gym,3,indian,2
build_muscle,Female,17,159.2,64.1,25.3,standard,very_active,full_gym,6,western,4
improve_stamina,Male,28,193.7,67.8,18.1,standard,active,full_gym,3,global,0
lose_weight,Male,44,166.0,54.6,19.8,eggetarian,active,no_equipment,6,indian,0
lose_weight,Female,19,172.2,46.6,15.7,vegetarian,moderate,no_equipment,4,global,8
stay_active,Male,25,190.0,77.9,21.6,vegan,sedentary,dumbbells,5,global,5
stay_active,Female,18,156.1,56.1,23.0,standard,light,dumbbells,4,indian,8
lose_weight,Male,43,180.2,42.3,13.0,standard,moderate,dumbbells,5,indian,1
lose_weight,Female,32,175.5,56.8,18.4,standard,moderate,no_equipment,4,indian,8
lose_weight,Other,55,168.5,43.2,15.2,standard,active,no_equipment,3,global,0
lose_weight,Female,47,163.8,64.4,24.0,vegetarian,moderate,dumbbells,5,indian,8
build_muscle,Male,27,177.1,68.2,21.7,vegetarian,moderate,full_gym,5,indian,2
improve_stamina,Female,63,160.0,65.5,25.6,eggetarian,very_active,full_gym,4,indian,7
build_muscle,Male,46,173.0,50.0,16.7,vegetarian,very_active,full_gym,5,indian,4
build_muscle,Female,27,168.5,71.4,25.1,standard,moderate,no_equipment,4,indian,0
improve_stamina,Female,39,161.8,62.0,23.7,vegetarian,moderate,no_equipment,3,indian,0
improve_stamina,Male,49,182.1,73.6,22.2,standard,light,full_gym,4,indian,7
build_muscle,Female,63,161.9,75.0,28.6,vegetarian,moderate,dumbbells,3,global,1
lose_weight,Female,42,160.7,58.9,22.8,jain,very_active,dumbbells,3,western,8
build_muscle,Male,35,177.5,68.8,21.8,eggetarian,light,dumbbells,6,indian,1
build_muscle,Female,30,157.8,61.7,24.8,vegetarian,moderate,no_equipment,5,indian,0
lose_weight,Male,38,186.5,80.7,23.2,standard,moderate,full_gym,3,western,0
lose_weight,Female,29,164.7,58.2,21.5,vegetarian,moderate,no_equipment,3,indian,8
lose_weight,Male,19,173.2,62.4,20.8,standard,light,dumbbells,6,indian,1
improve_stamina,Male,26,176.2,58.1,18.7,standard,moderate,full_gym,3,western,0
build_muscle,Male,26,159.8,86.1,33.7,standard,active,dumbbells,4,indian,1
improve_stamina,Female,47,165.7,46.4,16.9,standard,light,no_equipment,4,indian,7
stay_active,Female,19,157.4,72.9,29.4,vegetarian,sedentary,full_gym,3,indian,5
improve_stamina,Female,19,169.9,60.3,20.9,vegan,light,full_gym,5,western,0
improve_stamina,Female,20,163.0,49.1,18.5,vegetarian,very_active,full_gym,6,global,4
lose_weight,Female,50,162.6,64.6,24.4,jain,moderate,no_equipment,5,indian,8
lose_weight,Female,27,170.5,58.0,20.0,eggetarian,sedentary,dumbbells,6,global,8
build_muscle,Male,22,185.5,71.0,20.6,standard,moderate,full_gym,4,western,2
lose_weight,Male,24,175.8,48.7,15.8,vegetarian,active,full_gym,3,western,0
build_muscle,Female,16,162.2,52.4,19.9,standard,sedentary,no_equipment,6,western,0
lose_weight,Female,60,171.2,66.4,22.7,vegetarian,sedentary,dumbbells,3,indian,8
stay_active,Male,30,171.0,86.9,29.7,vegetarian,moderate,no_equipment,6,indian,0
build_muscle,Female,39,150.2,54.1,24.0,eggetarian,active,full_gym,4,indian,3
improve_stamina,Male,60,166.4,48.4,17.5,vegetarian,moderate,no_equipment,4,global,7
build_muscle,Female,26,160.6,56.3,21.8,standard,moderate,dumbbells,5,indian,1
lose_weight,Female,34,163.5,56.9,21.3,vegetarian,light,dumbbells,4,indian,8
lose_weight,Female,39,159.3,59.7,23.5,vegetarian,sedentary,full_gym,3,indian,0
stay_active,Female,47,167.2,61.8,22.1,vegetarian,very_active,full_gym,4,indian,7
stay_active,Female,28,158.7,50.3,20.0,vegetarian,light,full_gym,4,indian,5
lose_weight,Male,54,169.0,68.1,23.8,vegan,moderate,no_equipment,3,western,0
lose_weight,Female,30,163.5,43.0,16.1,vegan,moderate,no_equipment,5,western,8
stay_active,Male,17,183.1,51.1,15.2,vegetarian,moderate,full_gym,4,indian,0
lose_weight,Female,55,155.5,48.4,20.0,jain,moderate,dumbbells,6,global,8
lose_weight,Other,22,165.1,73.7,27.0,standard,moderate,no_equipment,4,western,6
lose_weight,Male,29,178.7,68.9,21.6,vegetarian,light,full_gym,3,indian,0
lose_weight,Male,56,178.9,55.3,17.3,eggetarian,moderate,dumbbells,4,indian,1
improve_stamina,Male,38,172.9,78.0,26.1,standard,very_active,dumbbells,4,indian,0
lose_weight,Female,43,178.5,40.0,12.6,standard,light,dumbbells,4,western,8
stay_active,Female,26,157.1,61.3,24.8,vegetarian,moderate,full_gym,3,indian,0
build_muscle,Female,53,151.1,50.3,22.0,vegetarian,moderate,full_gym,4,indian,2
improve_stamina,Male,32,166.0,81.9,29.7,standard,moderate,no_equipment,5,western,0
stay_active,Male,59,183.2,56.6,16.9,vegan,very_active,full_gym,6,indian,7
lose_weight,Male,39,176.0,96.0,31.0,eggetarian,very_active,dumbbells,3,indian,6
lose_weight,Male,42,188.7,79.0,22.2,vegetarian,active,full_gym,4,western,0
lose_weight,Male,25,170.0,56.3,19.5,standard,moderate,dumbbells,3,indian,1
lose_weight,Female,28,172.6,51.0,17.1,standard,sedentary,no_equipment,6,indian,8
build_muscle,Female,44,162.4,60.0,22.7,standard,active,no_equipment,3,indian,0
build_muscle,Male,18,187.6,69.9,19.9,standard,moderate,full_gym,3,indian,2
lose_weight,Male,25,175.0,81.6,26.6,vegan,light,no_equipment,3,indian,0
build_muscle,Male,27,169.1,63.7,22.3,jain,active,dumbbells,6,indian,1
lose_weight,Male,31,164.6,46.3,17.1,standard,moderate,full_gym,4,indian,0
stay_active,Female,27,155.5,45.5,18.8,jain,moderate,dumbbells,4,indian,8
stay_active,Female,39,164.1,57.5,21.4,standard,active,dumbbells,3,western,8
lose_weight,Female,17,170.1,73.5,25.4,standard,moderate,no_equipment,5,indian,8
build_muscle,Male,21,192.4,79.5,21.5,standard,active,no_equipment,3,indian,0
stay_active,Male,29,169.0,60.5,21.2,standard,active,full_gym,4,indian,0
improve_stamina,Male,22,175.2,84.1,27.4,jain,sedentary,no_equipment,3,western,0
stay_active,Female,34,160.4,57.7,22.4,vegetarian,moderate,dumbbells,4,indian,8
lose_weight,Female,42,151.2,46.0,20.1,standard,moderate,dumbbells,4,western,8
build_muscle,Female,30,163.5,53.8,20.1,standard,moderate,dumbbells,5,global,1
stay_active,Female,44,161.6,50.7,19.4,vegetarian,moderate,full_gym,3,indian,7
stay_active,Female,51,163.8,68.8,25.6,vegan,sedentary,full_gym,3,indian,7
lose_weight,Male,28,166.5,64.9,23.4,standard,moderate,full_gym,5,western,0
build_muscle,Male,44,172.2,70.5,23.8,vegetarian,active,dumbbells,3,global,1
lose_weight,Female,49,155.9,69.0,28.4,standard,sedentary,no_equipment,4,global,8
stay_active,Female,43,155.5,62.2,25.7,eggetarian,light,full_gym,3,western,7
build_muscle,Male,23,182.2,86.2,26.0,vegetarian,moderate,full_gym,6,global,2
lose_weight,Female,42,154.0,60.1,25.3,jain,active,dumbbells,4,indian,8
lose_weight,Male,31,180.2,71.6,22.0,vegetarian,light,full_gym,5,indian,0
lose_weight,Other,34,169.9,50.2,17.4,vegetarian,very_active,full_gym,3,indian,0
stay_active,Male,27,174.0,59.3,19.6,vegan,sedentary,dumbbells,3,indian,5
build_muscle,Male,28,180.9,76.2,23.3,vegan,sedentary,full_gym,3,indian,2
stay_active,Male,28,176.2,72.4,23.3,standard,moderate,dumbbells,5,western,0
lose_weight,Female,41,156.9,62.3,25.3,vegetarian,active,dumbbells,6,indian,8
build_muscle,Male,30,172.6,77.0,25.8,standard,moderate,full_gym,4,western,2
lose_weight,Female,19,155.3,67.3,27.9,vegetarian,active,dumbbells,3,global,8
lose_weight,Female,27,157.7,58.0,23.3,vegetarian,moderate,no_equipment,5,indian,8
build_muscle,Female,27,151.4,54.1,23.6,vegetarian,sedentary,no_equipment,4,indian,0
build_muscle,Female,31,163.8,59.5,22.2,jain,active,full_gym,3,western,3
build_muscle,Female,30,162.9,56.7,21.4,standard,active,dumbbells,3,indian,1
lose_weight,Female,51,170.3,56.0,19.3,vegetarian,light,dumbbells,5,indian,8
build_muscle,Female,27,155.0,67.7,28.2,vegetarian,light,dumbbells,4,global,1
build_muscle,Male,24,185.5,56.1,16.3,eggetarian,active,no_equipment,4,western,0
build_muscle,Female,29,167.4,56.6,20.2,vegetarian,very_active,full_gym,3,indian,3
build_muscle,Male,58,171.7,71.9,24.4,standard,moderate,dumbbells,4,global,1
build_muscle,Male,43,186.9,62.5,17.9,standard,light,no_equipment,3,western,0
stay_active,Male,33,177.8,50.8,16.1,standard,moderate,full_gym,3,western,0
stay_active,Male,21,161.9,75.5,28.8,standard,sedentary,dumbbells,4,western,5
stay_active,Male,52,174.0,80.8,26.7,vegetarian,sedentary,dumbbells,3,global,7
lose_weight,Male,39,181.4,53.8,16.3,jain,sedentary,full_gym,5,western,0
lose_weight,Male,25,175.2,55.2,18.0,standard,moderate,dumbbells,3,indian,1
build_muscle,Male,44,176.0,60.4,19.5,vegetarian,light,no_equipment,5,indian,0
lose_weight,Female,60,146.9,72.0,33.4,eggetarian,moderate,full_gym,4,western,6
lose_weight,Female,27,151.4,79.4,34.6,jain,sedentary,dumbbells,4,indian,6
build_muscle,Male,64,164.1,67.0,24.9,standard,sedentary,no_equipment,3,indian,0
improve_stamina,Male,24,170.7,76.4,26.2,vegetarian,sedentary,full_gym,4,indian,0
lose_weight,Male,44,165.1,71.4,26.2,vegan,light,no_equipment,4,western,0
build_muscle,Male,27,172.0,75.3,25.5,eggetarian,active,no_equipment,4,indian,0
stay_active,Female,63,166.1,45.4,16.5,standard,light,no_equipment,4,global,7
stay_active,Female,22,158.1,43.5,17.4,vegetarian,moderate,dumbbells,3,indian,8
build_muscle,Other,20,151.1,67.1,29.4,vegetarian,moderate,full_gym,4,indian,2
lose_weight,Male,48,180.1,63.9,19.7,standard,light,full_gym,4,indian,0
lose_weight,Male,28,174.1,64.2,21.2,vegetarian,sedentary,dumbbells,4,indian,1
build_muscle,Male,28,178.6,52.2,16.4,vegetarian,light,no_equipment,3,indian,0
improve_stamina,Male,29,172.9,73.3,24.5,standard,active,dumbbells,5,indian,0
build_muscle,Male,29,177.9,55.7,17.6,standard,light,full_gym,4,indian,2
build_muscle,Male,27,157.2,74.0,29.9,standard,light,no_equipment,5,indian,0
build_muscle,Female,29,148.1,55.5,25.3,eggetarian,light,no_equipment,5,indian,0
lose_weight,Female,20,162.9,84.1,31.7,vegetarian,moderate,no_equipment,4,indian,6
stay_active,Male,61,168.3,76.2,26.9,standard,moderate,no_equipment,5,western,7
lose_weight,Female,26,156.3,42.5,17.4,standard,moderate,full_gym,4,indian,0
build_muscle,Female,56,158.3,57.2,22.8,jain,sedentary,dumbbells,4,indian,1
lose_weight,Female,31,162.4,80.3,30.4,vegetarian,active,full_gym,4,indian,6
stay_active,Other,39,160.1,60.5,23.6,eggetarian,moderate,no_equipment,3,indian,0
lose_weight,Female,42,155.3,40.1,16.6,vegetarian,moderate,full_gym,4,indian,0
build_muscle,Male,57,175.3,78.6,25.6,standard,active,no_equipment,3,indian,0
improve_stamina,Male,61,187.3,89.2,25.4,standard,sedentary,dumbbells,4,indian,7
lose_weight,Male,32,165.9,58.7,21.3,standard,light,dumbbells,6,global,1
build_muscle,Female,63,164.9,57.3,21.1,standard,moderate,no_equipment,4,indian,0
lose_weight,Male,16,171.1,81.4,27.8,standard,moderate,full_gym,3,indian,6
build_muscle,Male,36,165.7,56.9,20.7,standard,very_active,no_equipment,3,western,0
lose_weight,Female,21,158.7,40.0,15.9,standard,light,dumbbells,5,indian,8
lose_weight,Male,33,184.2,82.3,24.3,vegetarian,light,full_gym,3,indian,0
lose_weight,Male,56,177.9,73.1,23.1,vegetarian,moderate,dumbbells,5,western,1
stay_active,Female,40,160.0,63.8,24.9,eggetarian,moderate,full_gym,4,indian,7
lose_weight,Female,25,168.5,56.7,20.0,standard,moderate,dumbbells,4,indian,8
build_muscle,Male,16,172.6,75.5,25.3,eggetarian,active,no_equipment,4,western,0
build_muscle,Female,46,151.9,56.1,24.3,vegetarian,moderate,no_equipment,3,global,0
lose_weight,Male,28,170.1,92.0,31.8,vegetarian,moderate,dumbbells,6,indian,6
lose_weight,Female,21,171.2,50.8,17.3,vegetarian,light,no_equipment,4,western,8
lose_weight,Male,58,170.7,67.8,23.3,standard,sedentary,full_gym,4,indian,0
lose_weight,Other,30,163.3,55.7,20.9,vegetarian,light,dumbbells,5,western,1
lose_weight,Female,25,161.8,46.9,17.9,standard,moderate,dumbbells,5,indian,8
build_muscle,Other,46,168.1,56.6,20.0,vegetarian,moderate,dumbbells,4,indian,1
stay_active,Female,28,162.8,69.9,26.4,jain,active,dumbbells,3,indian,8
build_muscle,Female,30,160.5,90.3,35.1,standard,sedentary,full_gym,3,western,2
build_muscle,Female,63,158.9,70.9,28.1,standard,light,full_gym,4,indian,2
build_muscle,Male,49,180.4,64.0,19.7,standard,sedentary,no_equipment,5,western,0
build_muscle,Female,33,157.6,81.5,32.8,standard,active,full_gym,4,western,3
improve_stamina,Male,24,175.8,65.4,21.2,jain,moderate,no_equipment,3,indian,0
build_muscle,Female,62,166.5,49.5,17.9,standard,moderate,full_gym,3,global,2
build_muscle,Male,19,176.3,67.9,21.8,jain,moderate,dumbbells,5,indian,1
improve_stamina,Female,20,170.8,68.4,23.4,standard,moderate,dumbbells,4,indian,0
stay_active,Male,52,168.7,91.5,32.2,standard,moderate,full_gym,5,indian,7
stay_active,Female,31,161.8,71.5,27.3,standard,moderate,dumbbells,4,western,8
lose_weight,Female,48,165.1,52.4,19.2,vegetarian,active,no_equipment,5,western,8
lose_weight,Female,28,163.9,57.1,21.3,vegetarian,sedentary,no_equipment,5,indian,8
improve_stamina,Other,34,163.1,65.2,24.5,standard,moderate,dumbbells,4,indian,0
build_muscle,Female,23,171.3,58.0,19.8,standard,light,no_equipment,3,indian,0
lose_weight,Female,19,162.5,42.3,16.0,eggetarian,active,full_gym,5,indian,0
stay_active,Female,29,155.4,61.9,25.6,eggetarian,sedentary,no_equipment,3,indian,8
stay_active,Male,49,160.4,40.0,15.5,standard,light,full_gym,5,indian,7
build_muscle,Male,25,163.3,58.7,22.0,jain,light,dumbbells,4,indian,1
lose_weight,Female,56,151.6,75.8,33.0,standard,moderate,dumbbells,6,indian,6
build_muscle,Male,39,173.7,49.1,16.3,vegetarian,active,no_equipment,6,western,0
build_muscle,Male,24,166.6,54.9,19.8,standard,very_active,no_equipment,3,indian,0
improve_stamina,Male,52,163.3,79.9,30.0,jain,active,full_gym,4,indian,7
build_muscle,Male,25,181.7,74.0,22.4,eggetarian,light,full_gym,4,western,2
build_muscle,Female,25,160.7,51.3,19.9,standard,active,full_gym,6,indian,3
lose_weight,Female,56,155.9,62.9,25.9,jain,active,full_gym,3,indian,0
lose_weight,Male,32,180.0,69.0,21.3,vegetarian,light,full_gym,4,global,0
lose_weight,Male,25,168.9,90.1,31.6,vegetarian,moderate,no_equipment,3,western,6
lose_weight,Female,17,167.1,42.9,15.4,jain,moderate,dumbbells,6,indian,8
lose_weight,Male,41,159.2,83.5,32.9,standard,light,full_gym,5,indian,6
lose_weight,Male,30,170.3,68.6,23.7,standard,moderate,full_gym,4,global,0
build_muscle,Female,63,163.0,68.3,25.7,standard,active,dumbbells,4,western,1
improve_stamina,Male,34,186.4,61.8,17.8,eggetarian,active,no_equipment,6,indian,0
build_muscle,Female,25,172.1,53.8,18.2,vegetarian,moderate,dumbbells,3,indian,1
build_muscle,Male,42,174.1,70.9,23.4,standard,moderate,dumbbells,6,western,1
